p,omega,rho,ord,ord2,ord4,f4
0.62,0.026627100205900502,0.5,0.043710528564450866,0.002103876941651257,6.7632060434165e-06,0.13190610961915966
0.62,0.007871958685061724,0.5,0.0601401135253907,0.004093990577310282,2.838933890201827e-05,0.1364257250976727
0.62,0.0068750877103499145,0.5,0.06318774047851665,0.004551362370699541,3.607279557378872e-05,0.1370916308593894
0.62,0.01181670775625111,0.5,0.05309928222656061,0.0031582336488365226,1.628112145222055e-05,0.13473355957032912
0.62,0.017738225997250678,0.5,0.04763150024413864,0.002516435721963701,9.951972290644386e-06,0.13320948242189354
0.62,0.01353010160301253,0.5,0.05148318115234297,0.002966898720264362,1.4397021781816074e-05,0.13415411376954736
0.62,0.020310225567949636,0.5,0.04594401245117015,0.0023324844036996892,8.436184053997444e-06,0.1327278466797047
0.62,0.015491933384829673,0.5,0.049756988525389526,0.0027627041529119036,1.2335635052903757e-05,0.1337561950683776
0.62,0.023255158812664285,0.5,0.04558306396484178,0.0023043189275266072,8.390151355184585e-06,0.13233956420900186
0.62,0.03490864554916128,0.5,0.042468039550778644,0.001983510769605846,5.960804872659568e-06,0.13116092651368783
0.62,0.030487964889276898,0.5,0.04280331420898191,0.0020169285969437695,6.205075138877931e-06,0.13144160034181546
0.62,0.03997031413879595,0.5,0.04175540283202907,0.0019179471033813815,5.629447931027297e-06,0.13074319458009442
0.62,0.04576591234696057,0.5,0.04065289550781111,0.0018127151647212346,4.92479974199696e-06,0.13036037597658154
0.62,0.05240185818096181,0.5,0.040311336669920005,0.0017850512920322026,4.844287051946525e-06,0.13007495849611247
0.64,0.005244077692159,0.5,0.06867902343749883,0.0054921005719900905,5.744498941872182e-05,0.13675814086915614
0.64,0.00457999025857436,0.5,0.07503373046874877,0.0065564081782103914,7.906335583641484e-05,0.13768788330079362
0.62,0.06,0.5,0.03965808959960758,0.0017218895034494229,4.417856435649483e-06,0.12975510620118988
0.64,0.009013373523370628,0.5,0.05505529418945279,0.0034231148870288385,1.983672622438353e-05,0.13430028686525153
0.64,0.004000000000000001,0.5,0.07682081054687245,0.006975438012480907,9.870776090712057e-05,0.13808257446290242
0.64,0.007871958685061724,0.5,0.055419918212889836,0.0034505594666300776,1.977131400983863e-05,0.13474378417970576
0.64,0.0060044561863238305,0.5,0.06282453002929682,0.0045095183221996035,3.558072248293699e-05,0.13598065673829746
0.64,0.0068750877103499145,0.5,0.05971931518554702,0.004062842853516254,2.8696049376605944e-05,0.1353569226074376
0.64,0.015491933384829673,0.5,0.04794859985351374,0.0025610033552348815,1.0543757982256529e-05,0.13261386718751816
0.64,0.01353010160301253,0.5,0.04919652832031095,0.0026955398017167657,1.1623411280205327e-05,0.13295119750978573
0.64,0.010320290733482368,0.5,0.05194716430663911,0.0030193228320776976,1.483134161549536e-05,0.13381103149415935
0.64,0.01181670775625111,0.5,0.05086137817382676,0.0028859737579523923,1.3371222108509596e-05,0.13348144287111058
0.64,0.017738225997250678,0.5,0.04667676269531063,0.002423811101913493,9.449221792796413e-06,0.13214828125001696
0.64,0.026627100205900502,0.5,0.04319038330077842,0.002056562451720418,6.479239360571476e-06,0.1310564270019715
0.64,0.020310225567949636,0.5,0.04487855102538836,0.0022306590537727704,7.811749608732087e-06,0.1317469006347839
0.64,0.023255158812664285,0.5,0.0440840905761695,0.002149854942709387,7.231571177871422e-06,0.13134892822267455
0.64,0.030487964889276898,0.5,0.04182260253906029,0.0019260158583523832,5.670977672287258e-06,0.13056957031251892
0.64,0.03490864554916128,0.5,0.041198438720701044,0.0018672223065795675,5.321659305151666e-06,0.13026369384767383
0.64,0.03997031413879595,0.5,0.04063802368163898,0.0018137989430131805,4.98127080191467e-06,0.13000593139650207
0.64,0.04576591234696057,0.5,0.040360219726561425,0.0017902165618540542,4.843275528247139e-06,0.12970928588869068
0.66,0.00457999025857436,0.5,0.06335670776367222,0.0045991662754118635,3.754100830105103e-05,0.13520299438478373
0.64,0.06,0.5,0.03911784423827945,0.0016793036285044712,4.286883886162222e-06,0.12910508422853467
0.64,0.05240185818096181,0.5,0.03946361083984219,0.0017074862727524795,4.396528925379457e-06,0.12942457031251783
0.66,0.007871958685061724,0.5,0.05234000488281228,0.0030856198346614475,1.608222417875839e-05,0.13329786743165883
0.66,0.004000000000000001,0.5,0.07249677001952926,0.006188429756164687,7.420221993644039e-05,0.13623119628907804
0.66,0.005244077692159,0.5,0.06259868774414121,0.004529100710600649,3.804032625332896e-05,0.13498305419923404
0.66,0.0060044561863238305,0.5,0.05850231933593697,0.0039338198009132635,2.8719917577434814e-05,0.1342790698242358
0.66,0.015491933384829673,0.5,0.045394593505856666,0.0022861975561083133,8.3228607121629e-06,0.13143963867189382
0.66,0.0068750877103499145,0.5,0.05676697387695257,0.0036813768325745246,2.39246042775261e-05,0.1338719628906421
0.66,0.009013373523370628,0.5,0.05118874511718571,0.002937468387484556,1.4249139911629103e-05,0.13300576538087572
0.66,0.010320290733482368,0.5,0.04864794311523273,0.0026299907927215013,1.0919023824124663e-05,0.13249870605470554
0.66,0.01353010160301253,0.5,0.04682647338867002,0.0024414702261985138,9.553350449161474e-06,0.1318182092285347
0.66,0.01181670775625111,0.5,0.04804659912109152,0.002575344149768349,1.0717988658383223e-05,0.13218838867189314
0.66,0.017738225997250678,0.5,0.04462526611327913,0.002203704081773882,7.574441111670649e-06,0.13115631103517553
0.66,0.020310225567949636,0.5,0.04377596923827951,0.0021244469362498852,7.154968836773279e-06,0.13082820678712895
0.66,0.030487964889276898,0.5,0.04095241699218537,0.001842179095149272,5.134465779094576e-06,0.12988137329103344
0.66,0.023255158812664285,0.5,0.04293571166991949,0.002037307432145052,6.469958041638691e-06,0.13048704711915987
0.66,0.05240185818096181,0.5,0.038982526855467346,0.00166804809749145,4.216319242554507e-06,0.12880990234376807
0.66,0.026627100205900502,0.5,0.04172549926757618,0.0019167541830243666,5.620370262962485e-06,0.13020437744142455
0.66,0.03997031413879595,0.5,0.03969994995117055,0.0017298505611719433,4.533751495243578e-06,0.12928881591798677
0.66,0.03490864554916128,0.5,0.04021811035156104,0.0017750959628822234,4.7364195558893625e-06,0.12958743896486152
0.66,0.04576591234696057,0.5,0.03924847167968578,0.0016868929561974907,4.2512426100149495e-06,0.12903763427736056
0.6799999999999999,0.00457999025857436,0.5,0.0591633630371083,0.0040330638833343405,2.999692611581085e-05,0.13371409179689286
0.6799999999999999,0.004000000000000001,0.5,0.06131588012695426,0.004341874703913949,3.479574529414984e-05,0.13409104248048628
0.66,0.06,0.5,0.03839291259765405,0.0016144912180306543,3.9098258175740226e-06,0.12856441528322182
0.6799999999999999,0.005244077692159,0.5,0.05556967773437479,0.0034836572358011787,2.0315527309323428e-05,0.13327020385744068
0.6799999999999999,0.0060044561863238305,0.5,0.0536360021972652,0.0032405376346408294,1.751487151827376e-05,0.13279758911134457
0.6799999999999999,0.010320290733482368,0.5,0.04697483520507582,0.0024508846656979047,9.458404696151177e-06,0.13140142822267462
0.6799999999999999,0.009013373523370628,0.5,0.04781464721679488,0.002555211438983712,1.0705796243903263e-05,0.13168113281251975
0.6799999999999999,0.0068750877103499145,0.5,0.052151943359374106,0.0030708083161711057,1.593863571182704e-05,0.1324942529297063
0.6799999999999999,0.007871958685061724,0.5,0.050185889892576815,0.0028272070662676845,1.3258140972707956e-05,0.13209263427736254
0.6799999999999999,0.01181670775625111,0.5,0.0461211108398423,0.0023703614118696418,9.037343329294084e-06,0.13118707153322068
0.6799999999999999,0.01353010160301253,0.5,0.044323890380857274,0.002174975936263948,7.428124645961359e-06,0.13073993041993917
0.6799999999999999,0.023255158812664285,0.5,0.04162743530273236,0.0019148643769325946,5.732738134518608e-06,0.1297317919922069
0.6799999999999999,0.015491933384829673,0.5,0.043959788818357354,0.0021399426262082096,7.209857500416098e-06,0.13048600708009675
0.6799999999999999,0.026627100205900502,0.5,0.0410537304687477,0.0018554857343437278,5.286132929551576e-06,0.12951626953126907
0.6799999999999999,0.017738225997250678,0.5,0.04253156494140422,0.0019934243026377757,6.105318398024747e-06,0.13022062133790915
0.6799999999999999,0.020310225567949636,0.5,0.04225568481445139,0.0019679574625196083,5.949359781010625e-06,0.12999458862306495
0.6799999999999999,0.030487964889276898,0.5,0.04018852416992035,0.0017724006943406556,4.737600149836829e-06,0.12918055786134602
0.6799999999999999,0.03490864554916128,0.5,0.039627991943357796,0.0017275752632321907,4.565453763174352e-06,0.12892952636720673
0.6799999999999999,0.03997031413879595,0.5,0.03940727294921688,0.0017051639628412067,4.410110180163292e-06,0.12875058227540942
0.6799999999999999,0.04576591234696057,0.5,0.03862142822265536,0.0016350324699284733,4.025126770092334e-06,0.12847904418947206
0.6799999999999999,0.05240185818096181,0.5,0.038416878662108044,0.0016179067124428427,3.949889515674838e-06,0.12825140380861227
0.7,0.0060044561863238305,0.5,0.05008201293945179,0.0028087168003618716,1.284097024655213e-05,0.13154238769533105
0.7,0.004000000000000001,0.5,0.055560452880858216,0.0035071645168959146,2.1378303076920183e-05,0.13253623291017594
0.6799999999999999,0.06,0.5,0.03774342651366986,0.001559194357544351,3.6583781279833023e-06,0.12802675781251932
0.7,0.00457999025857436,0.5,0.053475151367187175,0.0032501682090758585,1.8531189216312065e-05,0.13219102416993997
0.7,0.005244077692159,0.5,0.054235423583983255,0.003346857607513576,1.9748620740782453e-05,0.1321872241211111
0.7,0.0068750877103499145,0.5,0.048955407714842816,0.002685794892013086,1.1882568028445251e-05,0.13130568481447316
0.7,0.007871958685061724,0.5,0.04709236083984195,0.002476862329542676,1.0013005070452815e-05,0.13091761596681475
0.7,0.009013373523370628,0.5,0.04636060913085767,0.002397380773276195,9.30467094473641e-06,0.13073781372072055
0.7,0.010320290733482368,0.5,0.045740847167966885,0.0023352537500859172,8.89872316668006e-06,0.1304886938476749
0.7,0.01181670775625111,0.5,0.04393771362304528,0.002138130066245951,7.142905337893513e-06,0.13017313232423702
0.7,0.015491933384829673,0.5,0.042358304443356774,0.0019842853654922954,6.146641028911265e-06,0.12967455322267368
0.7,0.017738225997250678,0.5,0.042217286376950616,0.0019697498457135767,6.023230265393144e-06,0.1295327197265811
0.7,0.01353010160301253,0.5,0.04318459838867013,0.002061268806308643,6.583711735940028e-06,0.1299326977539247
0.7,0.020310225567949636,0.5,0.04157203979491946,0.0019074685083331781,5.629040591028099e-06,0.1292666906738456
0.7,0.03490864554916128,0.5,0.03900711303710761,0.0016674132587017904,4.1652564787761766e-06,0.12839339843751543
0.7,0.026627100205900502,0.5,0.03980032226562353,0.0017399840238692334,4.590899648243492e-06,0.1287945410156442
0.7,0.023255158812664285,0.5,0.04028808593749801,0.0017849006250503087,4.877194811167356e-06,0.12897592407228486
0.7,0.03997031413879595,0.5,0.03841399169921817,0.001617037464678474,3.9252888476735464e-06,0.12816683959962702
0.7,0.05240185818096181,0.5,0.03772714477538932,0.0015557266138495807,3.5824395023539206e-06,0.12781921508791008
0.7,0.030487964889276898,0.5,0.039290119628904906,0.0016921395266058117,4.293431504775558e-06,0.1286085144043137
0.7,0.04576591234696057,0.5,0.03796096313476422,0.0015795589829983065,3.7476650160559527e-06,0.12796200561525242
0.7,0.06,0.5,0.03756415283202988,0.001545325991809552,3.582332912508863e-06,0.1276267810058783
0.72,0.00457999025857436,0.5,0.050396142578123145,0.0028552974838018112,1.3511956695880675e-05,0.13108927124025196
0.72,0.004000000000000001,0.5,0.051182711181639216,0.0029653803195059236,1.5162638572924297e-05,0.13120651245119028
0.72,0.005244077692159,0.5,0.04813921874999767,0.002584899603426499,1.071163020136759e-05,0.13070076049806492
0.72,0.0060044561863238305,0.5,0.047419749755858484,0.002516301061958067,1.042935731239641e-05,0.1305278320312685
0.72,0.007871958685061724,0.5,0.04563474609374781,0.0023265190857649993,8.80010985797746e-06,0.130005539550801
0.72,0.010320290733482368,0.5,0.04315466674804453,0.0020589101906122393,6.592833104162273e-06,0.1295077502441593
0.72,0.0068750877103499145,0.5,0.04624624755859339,0.0023882683172822446,9.294546663929972e-06,0.13016841064454907
0.72,0.01353010160301253,0.5,0.0409919677734353,0.0018490224310757951,5.226887182529307e-06,0.129087563476582
0.72,0.009013373523370628,0.5,0.044357443847654374,0.0021890636393429165,7.6902618516048e-06,0.12981706787111302
0.72,0.01181670775625111,0.5,0.04229799438476302,0.0019730023582281617,5.982055463790498e-06,0.12928305175783097
0.72,0.015491933384829673,0.5,0.04071790771484155,0.001821489722430884,5.000925745113574e-06,0.1288823889160346
0.72,0.017738225997250678,0.5,0.040756263427732635,0.001834037251621658,5.229823289847147e-06,0.1287380004883013
0.72,0.020310225567949636,0.5,0.039971411132811,0.001755136013031213,4.6778236420187265e-06,0.1285574536132989
0.72,0.03490864554916128,0.5,0.03843103393554548,0.0016206838206948672,3.965243810635356e-06,0.12790388427736266
0.72,0.023255158812664285,0.5,0.03948214233398208,0.0017110387535395127,4.426324151779696e-06,0.1283637475586122
0.72,0.030487964889276898,0.5,0.03870932006835776,0.0016444229738416128,4.093162962489558e-06,0.12805694702150272
0.72,0.04576591234696057,0.5,0.037517178955077404,0.0015387382934989383,3.5246473722362515e-06,0.12752819335939283
0.72,0.03997031413879595,0.5,0.037826834716795925,0.0015654334922136565,3.6493603265771166e-06,0.12767241943361265
0.72,0.026627100205900502,0.5,0.039201522216795695,0.0016889051844181451,4.333909395393083e-06,0.12818496582033148
